Notikuma identifikators;Vērtība;Lauka nosaukums
220611430;Saulains;Laika apstākļi
220504199;Skaidrs;Laika apstākļi
220466685;Apmācies;Laika apstākļi
220443869;Saulains;Laika apstākļi
220406091;Saulains;Laika apstākļi
220440227;Apmācies;Laika apstākļi
220524882;Saulains;Laika apstākļi
220519722;Apmācies;Laika apstākļi
220593217;Saulains;Laika apstākļi
220499489;Apmācies;Laika apstākļi
220594612;Skaidrs;Laika apstākļi
220596005;Skaidrs;Laika apstākļi
220563185;Lietus;Laika apstākļi
220559738;Apmācies;Laika apstākļi
220498652;Lietus;Laika apstākļi
220457342;Apmācies;Laika apstākļi
220452398;Skaidrs;Laika apstākļi
220389703;Saulains;Laika apstākļi
220473766;Skaidrs;Laika apstākļi
220502616;Apmācies;Laika apstākļi
220498777;Skaidrs;Laika apstākļi
220500348;Apmācies;Laika apstākļi
220615837;Saulains;Laika apstākļi
220496560;Apmācies;Laika apstākļi
220401835;Saulains;Laika apstākļi
206576253;Apmācies;Laika apstākļi
220593015;Skaidrs;Laika apstākļi
220521947;Lietus;Laika apstākļi
220639738;Saulains;Laika apstākļi
220535622;Skaidrs;Laika apstākļi
220537112;Saulains;Laika apstākļi
220558793;Saulains;Laika apstākļi
220481971;Skaidrs;Laika apstākļi
220477261;Apmācies;Laika apstākļi
220463248;Skaidrs;Laika apstākļi
220487715;Skaidrs;Laika apstākļi
220474542;Saulains;Laika apstākļi
220456330;Saulains;Laika apstākļi
220455099;Saulains;Laika apstākļi
220443232;Skaidrs;Laika apstākļi
220622117;Saulains;Laika apstākļi
220565924;Sniegs;Laika apstākļi
220476630;Apmācies;Laika apstākļi
220453350;Saulains;Laika apstākļi
220506732;Apmācies;Laika apstākļi
220382029;Saulains;Laika apstākļi
220395294;Skaidrs;Laika apstākļi
220415006;Sniegs;Laika apstākļi
220613903;Apmācies;Laika apstākļi
220393211;Skaidrs;Laika apstākļi
220397129;Skaidrs;Laika apstākļi
220588233;Saulains;Laika apstākļi
220588497;Lietus;Laika apstākļi
220584682;Saulains;Laika apstākļi
220584747;Apmācies;Laika apstākļi
220418376;Skaidrs;Laika apstākļi
220488016;Lietus;Laika apstākļi
220481554;Lietus;Laika apstākļi
220481228;Saulains;Laika apstākļi
220425775;Apmācies;Laika apstākļi
220477497;Skaidrs;Laika apstākļi
220411971;Saulains;Laika apstākļi
220480440;Skaidrs;Laika apstākļi
220463803;Saulains;Laika apstākļi
220460299;Skaidrs;Laika apstākļi
220431957;Apmācies;Laika apstākļi
220602681;Apmācies;Laika apstākļi
220560888;Skaidrs;Laika apstākļi
220632107;Saulains;Laika apstākļi
220518663;Lietus;Laika apstākļi
220529309;Skaidrs;Laika apstākļi
220382726;Saulains;Laika apstākļi
220473238;Lietus;Laika apstākļi
220431392;Skaidrs;Laika apstākļi
220422263;Apmācies;Laika apstākļi
220424875;Apmācies;Laika apstākļi
220424949;Skaidrs;Laika apstākļi
220516979;Skaidrs;Laika apstākļi
220465213;Skaidrs;Laika apstākļi
220478140;Saulains;Laika apstākļi
220599912;Apmācies;Laika apstākļi
220510038;Skaidrs;Laika apstākļi
220585994;Skaidrs;Laika apstākļi
220502046;Apmācies;Laika apstākļi
220582873;Saulains;Laika apstākļi
220581782;Skaidrs;Laika apstākļi
220591855;Apmācies;Laika apstākļi
220541893;Apmācies;Laika apstākļi
220556598;Skaidrs;Laika apstākļi
220541133;Skaidrs;Laika apstākļi
220549103;Skaidrs;Laika apstākļi
220626698;Apmācies;Laika apstākļi
220621670;Skaidrs;Laika apstākļi
220628299;Apmācies;Laika apstākļi
220373538;Saulains;Laika apstākļi
220397240;Apmācies;Laika apstākļi
220386884;Skaidrs;Laika apstākļi
220597291;Apmācies;Laika apstākļi
220495534;Skaidrs;Laika apstākļi
220534613;Apmācies;Laika apstākļi
220594477;Saulains;Laika apstākļi
220604017;Apmācies;Laika apstākļi
220609564;Lietus;Laika apstākļi
220668154;Saulains;Laika apstākļi
220386159;Sniegs;Laika apstākļi
220393655;Skaidrs;Laika apstākļi
220473516;Apmācies;Laika apstākļi
220481687;Apmācies;Laika apstākļi
220483035;Saulains;Laika apstākļi
220426013;Sniegs;Laika apstākļi
220439500;Sniegs;Laika apstākļi
220447308;Apmācies;Laika apstākļi
220453960;Apmācies;Laika apstākļi
220451383;Skaidrs;Laika apstākļi
220380614;Apmācies;Laika apstākļi
220391356;Saulains;Laika apstākļi
220374753;Apmācies;Laika apstākļi
220387459;Apmācies;Laika apstākļi
220387596;Skaidrs;Laika apstākļi
220388947;Apmācies;Laika apstākļi
220394295;Skaidrs;Laika apstākļi
220387715;Apmācies;Laika apstākļi
220456036;Apmācies;Laika apstākļi
220444278;Saulains;Laika apstākļi
220488140;Skaidrs;Laika apstākļi
220388480;Apmācies;Laika apstākļi
220462183;Saulains;Laika apstākļi
220446516;Apmācies;Laika apstākļi
220396951;Skaidrs;Laika apstākļi
220399825;Apmācies;Laika apstākļi
220559314;Saulains;Laika apstākļi
220501681;Apmācies;Laika apstākļi
220431417;Migla;Laika apstākļi
220439368;Lietus;Laika apstākļi
220498631;Saulains;Laika apstākļi
220494753;Apmācies;Laika apstākļi
220425766;Apmācies;Laika apstākļi
220433747;Sniegs;Laika apstākļi
220429844;Skaidrs;Laika apstākļi
208222351;Saulains;Laika apstākļi
220384053;Saulains;Laika apstākļi
220401179;Saulains;Laika apstākļi
220492805;Apmācies;Laika apstākļi
220491608;Skaidrs;Laika apstākļi
220492659;Saulains;Laika apstākļi
220496756;Skaidrs;Laika apstākļi
220511472;Lietus;Laika apstākļi
220508370;Skaidrs;Laika apstākļi
220513526;Apmācies;Laika apstākļi
220418966;Skaidrs;Laika apstākļi
220406053;Saulains;Laika apstākļi
220439103;Apmācies;Laika apstākļi
220435197;Apmācies;Laika apstākļi
220457794;Apmācies;Laika apstākļi
220469842;Lietus;Laika apstākļi
220473032;Saulains;Laika apstākļi
220406822;Skaidrs;Laika apstākļi
220591911;Skaidrs;Laika apstākļi
220594846;Sniegs;Laika apstākļi
220603942;Saulains;Laika apstākļi
220571524;Apmācies;Laika apstākļi
220579729;Skaidrs;Laika apstākļi
220403682;Apmācies;Laika apstākļi
220402341;Saulains;Laika apstākļi
220441072;Apmācies;Laika apstākļi
220562331;Saulains;Laika apstākļi
220609646;Saulains;Laika apstākļi
220397013;Skaidrs;Laika apstākļi
220381281;Saulains;Laika apstākļi
220417068;Skaidrs;Laika apstākļi
220436292;Saulains;Laika apstākļi
220433714;Skaidrs;Laika apstākļi
220420878;Saulains;Laika apstākļi
220422219;Saulains;Laika apstākļi
220448003;Skaidrs;Laika apstākļi
220456194;Skaidrs;Laika apstākļi
220415666;Skaidrs;Laika apstākļi
220391401;Skaidrs;Laika apstākļi
220396692;Saulains;Laika apstākļi
220400252;Skaidrs;Laika apstākļi
220401618;Saulains;Laika apstākļi
220378450;Lietus;Laika apstākļi
220492401;Saulains;Laika apstākļi
220480594;Saulains;Laika apstākļi
220513771;Apmācies;Laika apstākļi
220495094;Saulains;Laika apstākļi
220496518;Apmācies;Laika apstākļi
220551588;Saulains;Laika apstākļi
220478043;Lietus;Laika apstākļi
220502009;Apmācies;Laika apstākļi
220512482;Skaidrs;Laika apstākļi
220510271;Saulains;Laika apstākļi
220510527;Skaidrs;Laika apstākļi
220510530;Skaidrs;Laika apstākļi
220495525;Skaidrs;Laika apstākļi
220470410;Apmācies;Laika apstākļi
220461292;Saulains;Laika apstākļi
220529983;Saulains;Laika apstākļi
220518127;Skaidrs;Laika apstākļi
220395931;Skaidrs;Laika apstākļi
220380071;Skaidrs;Laika apstākļi
220389420;Saulains;Laika apstākļi
220419919;Skaidrs;Laika apstākļi
220402752;Saulains;Laika apstākļi
220516376;Skaidrs;Laika apstākļi
220434939;Skaidrs;Laika apstākļi
220443522;Saulains;Laika apstākļi
220463059;Saulains;Laika apstākļi
220433796;Skaidrs;Laika apstākļi
220584272;Saulains;Laika apstākļi
220532443;Sniegs;Laika apstākļi
220484304;Saulains;Laika apstākļi
220685770;Skaidrs;Laika apstākļi
220685286;Apmācies;Laika apstākļi
220482900;Skaidrs;Laika apstākļi
220426500;Skaidrs;Laika apstākļi
220439777;Apmācies;Laika apstākļi
220424242;Skaidrs;Laika apstākļi
220404338;Apmācies;Laika apstākļi
220626744;Skaidrs;Laika apstākļi
220624280;Sniegs;Laika apstākļi
220629723;Skaidrs;Laika apstākļi
220699388;Skaidrs;Laika apstākļi
220461953;Skaidrs;Laika apstākļi
220462064;Apmācies;Laika apstākļi
220438131;Skaidrs;Laika apstākļi
220436987;Skaidrs;Laika apstākļi
220517052;Saulains;Laika apstākļi
220431758;Saulains;Laika apstākļi
220433049;Skaidrs;Laika apstākļi
220507299;Skaidrs;Laika apstākļi
220583014;Sniegs;Laika apstākļi
220561208;Skaidrs;Laika apstākļi
220562678;Saulains;Laika apstākļi
220502178;Skaidrs;Laika apstākļi
220471195;Lietus;Laika apstākļi
220472050;Apmācies;Laika apstākļi
220410493;Saulains;Laika apstākļi
220516297;Apmācies;Laika apstākļi
220584877;Skaidrs;Laika apstākļi
220587565;Apmācies;Laika apstākļi
220531243;Apmācies;Laika apstākļi
220584595;Saulains;Laika apstākļi
220372424;Saulains;Laika apstākļi
220378300;Apmācies;Laika apstākļi
220382292;Apmācies;Laika apstākļi
220481966;Apmācies;Laika apstākļi
220507441;Saulains;Laika apstākļi
220478872;Apmācies;Laika apstākļi
220492111;Saulains;Laika apstākļi
220487213;Sniegs;Laika apstākļi
220404652;Skaidrs;Laika apstākļi
220385076;Skaidrs;Laika apstākļi
220376788;Saulains;Laika apstākļi
220491546;Lietus;Laika apstākļi
220387966;Skaidrs;Laika apstākļi
220420036;Apmācies;Laika apstākļi
220420633;Saulains;Laika apstākļi
220421018;Apmācies;Laika apstākļi
220529986;Saulains;Laika apstākļi
220528689;Skaidrs;Laika apstākļi
220498878;Saulains;Laika apstākļi
220513340;Skaidrs;Laika apstākļi
220408868;Skaidrs;Laika apstākļi
220491411;Apmācies;Laika apstākļi
220483548;Saulains;Laika apstākļi
220477008;Skaidrs;Laika apstākļi
220398266;Apmācies;Laika apstākļi
220386646;Skaidrs;Laika apstākļi
220414530;Apmācies;Laika apstākļi
220505116;Skaidrs;Laika apstākļi
220522345;Apmācies;Laika apstākļi
220448763;Skaidrs;Laika apstākļi
220462100;Apmācies;Laika apstākļi
220384981;Skaidrs;Laika apstākļi
220387709;Apmācies;Laika apstākļi
220491210;Skaidrs;Laika apstākļi
220504924;Apmācies;Laika apstākļi
220510231;Apmācies;Laika apstākļi
220531585;Saulains;Laika apstākļi
220469293;Apmācies;Laika apstākļi
220438947;Apmācies;Laika apstākļi
220437945;Lietus;Laika apstākļi
220458162;Skaidrs;Laika apstākļi
220465899;Saulains;Laika apstākļi
220483339;Saulains;Laika apstākļi
220504670;Saulains;Laika apstākļi
220479824;Apmācies;Laika apstākļi
220431667;Apmācies;Laika apstākļi
220448107;Apmācies;Laika apstākļi
220582867;Saulains;Laika apstākļi
220423938;Skaidrs;Laika apstākļi
220433553;Skaidrs;Laika apstākļi
220425627;Skaidrs;Laika apstākļi
220390934;Saulains;Laika apstākļi
220392268;Skaidrs;Laika apstākļi
220385754;Sniegs;Laika apstākļi
220388416;Apmācies;Laika apstākļi
220387482;Apmācies;Laika apstākļi
220627608;Skaidrs;Laika apstākļi
220653164;Skaidrs;Laika apstākļi
220657301;Skaidrs;Laika apstākļi
220474478;Saulains;Laika apstākļi
220482554;Saulains;Laika apstākļi
220408610;Apmācies;Laika apstākļi
220506632;Saulains;Laika apstākļi
220493173;Apmācies;Laika apstākļi
220667922;Apmācies;Laika apstākļi
220435932;Apmācies;Laika apstākļi
220438698;Saulains;Laika apstākļi
220595155;Skaidrs;Laika apstākļi
220608140;Saulains;Laika apstākļi
220419514;Skaidrs;Laika apstākļi
220673696;Skaidrs;Laika apstākļi
220679227;Saulains;Laika apstākļi
220604429;Saulains;Laika apstākļi
220406513;Saulains;Laika apstākļi
220405428;Apmācies;Laika apstākļi
220470426;Skaidrs;Laika apstākļi
220465315;Skaidrs;Laika apstākļi
220497705;Apmācies;Laika apstākļi
220510984;Skaidrs;Laika apstākļi
220474867;Skaidrs;Laika apstākļi
220695441;Apmācies;Laika apstākļi
220687578;Skaidrs;Laika apstākļi
220694220;Saulains;Laika apstākļi
220691703;Skaidrs;Laika apstākļi
220376294;Skaidrs;Laika apstākļi
220376502;Apmācies;Laika apstākļi
220490140;Saulains;Laika apstākļi
220441860;Skaidrs;Laika apstākļi
220447378;Saulains;Laika apstākļi
220396195;Apmācies;Laika apstākļi
220397650;Skaidrs;Laika apstākļi
220408354;Saulains;Laika apstākļi
220407283;Skaidrs;Laika apstākļi
220404922;Skaidrs;Laika apstākļi
220410248;Skaidrs;Laika apstākļi
220402395;Saulains;Laika apstākļi
220435846;Skaidrs;Laika apstākļi
220431001;Skaidrs;Laika apstākļi
220679497;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220675824;IELAS, CEĻA POSMS;Papildus raksturojums
220614448;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220576557;IELAS, CEĻA POSMS;Papildus raksturojums
220489498;IELAS, CEĻA POSMS;Papildus raksturojums
220399678;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220654901;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220544206;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220495534;IELAS, CEĻA POSMS;Papildus raksturojums
220537786;IELAS, CEĻA POSMS;Papildus raksturojums
220554014;IELAS, CEĻA POSMS;Papildus raksturojums
220678882;IELAS, CEĻA POSMS;Papildus raksturojums
220377670;Sadursme;CSNg veids
220406422;Apgāšanās;CSNg veids
220406431;Sadursme;CSNg veids
220406556;Uzbraukšana šķērslim;CSNg veids
220422890;Uzbraukšana stāvošam tl;CSNg veids
220423030;Sadursme;CSNg veids
220374670;Uzbraukšana stāvošam tl;CSNg veids
220425226;Uzbraukšana šķērslim;CSNg veids
220391147;Uzbraukšana dzīvniekam;CSNg veids
220391186;Uzbraukšana stāvošam tl;CSNg veids
220391356;Apgāšanās;CSNg veids
220391401;Sadursme;CSNg veids
220425743;Sadursme;CSNg veids
220425775;Uzbraukšana šķērslim;CSNg veids
220403388;Uzbraukšana šķērslim;CSNg veids
220403489;Sadursme;CSNg veids
220403707;Uzbraukšana šķērslim;CSNg veids
220422799;Uzbraukšana stāvošam tl;CSNg veids
220422812;Sadursme;CSNg veids
220378805;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220465991;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220592352;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220650639;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220635443;CITS IEMESLS;Iemesls
220498777;CITS IEMESLS;Iemesls
220697804;CITS IEMESLS;Iemesls
220657052;CITS IEMESLS;Iemesls
220567088;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220481554;CITS IEMESLS;Iemesls
220529986;CITS IEMESLS;Iemesls
220582231;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220497370;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220569448;CITS IEMESLS;Iemesls
220495779;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220436708;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220602946;CITS IEMESLS;Iemesls
220609305;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220610759;CITS IEMESLS;Iemesls
220392832;CITS IEMESLS;Iemesls
220505761;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220572746;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220565071;CITS IEMESLS;Iemesls
220655234;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220425888;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220638619;CITS IEMESLS;Iemesls
220635211;CITS IEMESLS;Iemesls
220636811;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220680919;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220455837;CITS IEMESLS;Iemesls
220696343;CITS IEMESLS;Iemesls
220535676;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220630918;CITS IEMESLS;Iemesls
220418087;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220373048;CITS IEMESLS;Iemesls
220389850;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220556213;CITS IEMESLS;Iemesls
220648189;CITS IEMESLS;Iemesls
220646295;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220620285;CITS IEMESLS;Iemesls
220522345;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220405747;CITS IEMESLS;Iemesls
220677965;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220594720;CITS IEMESLS;Iemesls
220410493;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220471134;CITS IEMESLS;Iemesls
220476630;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220570172;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220674007;CITS IEMESLS;Iemesls
220415124;CITS IEMESLS;Iemesls
220543551;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220427838;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220559929;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220638048;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220432568;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220385917;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220521906;CITS IEMESLS;Iemesls
220668851;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220425561;CITS IEMESLS;Iemesls
220449958;CITS IEMESLS;Iemesls
220488946;CITS IEMESLS;Iemesls
220690339;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220379999;DROŠAS DISTANCES NEIEVĒROŠANA;Iemesls
220462955;CITS IEMESLS;Iemesls
220554745;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
218709546;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220541653;CITS IEMESLS;Iemesls
220423830;CITS IEMESLS;Iemesls
220544906;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220499779;DROŠAS DISTANCES NEIEVĒROŠANA;Iemesls
220697319;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220534377;CITS IEMESLS;Iemesls
220511955;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220423938;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
221816215;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220559343;CITS IEMESLS;Iemesls
220444182;CITS IEMESLS;Iemesls
220564628;CITS IEMESLS;Iemesls
220569188;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220461883;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220527295;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220505319;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220560735;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220428826;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220589831;CITS IEMESLS;Iemesls
220511031;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220581535;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220498762;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220653980;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220518194;CEĻA APSTĀKĻI;Iemesls
220505309;CITS IEMESLS;Iemesls
220662281;CITS IEMESLS;Iemesls
220476164;REGULĒJAMA KRUSTOJUMA IZBRAUKŠANAS NOLIEGUMU NEIEVĒROŠANA (LUKSOFORS, PRIEKŠROKA, CEĻAZĪMES U.TML.);Iemesls
220417813;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220633890;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220413311;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220572898;DROŠAS DISTANCES NEIEVĒROŠANA;Iemesls
220537870;CITS IEMESLS;Iemesls
220649937;CITS IEMESLS;Iemesls
220494127;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220605938;CITS IEMESLS;Iemesls
220499326;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220645439;MANEVRĒŠANAS NOT. NEIEVĒROŠANA (BRAUKŠANAS SĀKŠANA, PĀRKĀRTOŠANĀS, NOGRIEŠANĀS, APDZĪŠANA U.TML.);Iemesls
220482409;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220635567;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220442554;DROŠAS DISTANCES NEIEVĒROŠANA;Iemesls
220505544;METEOROLOĢISKIE APSTĀKĻI;Iemesls
220659941;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220699668;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220614132;CITS IEMESLS;Iemesls
220566361;CITS IEMESLS;Iemesls
220507063;NEPAREIZA ĀTRUMA IZVĒLE;Iemesls
220667996;CITS IEMESLS;Iemesls
220629961;CITS IEMESLS;Iemesls
220533841;CEĻA APSTĀKĻI;Iemesls
220474908;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220524257;CITS IEMESLS;Iemesls
220434939;DROŠAS DISTANCES NEIEVĒROŠANA;Iemesls
220426500;CITS IEMESLS;Iemesls
220457683;CITS IEMESLS;Iemesls
220608420;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220456797;CITS IEMESLS;Iemesls
220654214;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220511565;CITS IEMESLS;Iemesls
220467366;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220404586;DROŠA INTERVĀLA NEIEVĒROŠANA;Iemesls
220400771;CITS IEMESLS;Iemesls
220454334;CITS IEMESLS;Iemesls
220686190;CITS IEMESLS;Iemesls
220522336;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220642007;NEPĀRLIECINĀŠANĀS PAR CEĻU SATIKSMES DROŠĪBU (NEUZMANĪBA);Iemesls
220510271;Diena;Apgaismojums
220497049;Diena;Apgaismojums
220454753;Tumsa;Apgaismojums
220499022;Diena;Apgaismojums
220621910;Diena;Apgaismojums
220637935;Diena;Apgaismojums
220642007;Diena;Apgaismojums
220546192;Diena;Apgaismojums
220685290;Diena;Apgaismojums
220687943;Diena;Apgaismojums
220502261;Tumsa;Apgaismojums
220503604;Tumsa, apgaism.ieslēgts;Apgaismojums
220503630;Diena;Apgaismojums
220511501;Tumsa;Apgaismojums
220496756;Tumsa;Apgaismojums
220509308;Tumsa, apgaism.ieslēgts;Apgaismojums
220510632;Tumsa, apgaism.ieslēgts;Apgaismojums
220510672;Diena;Apgaismojums
220624490;Tumsa, apgaism.ieslēgts;Apgaismojums
220624521;Diena;Apgaismojums
220627179;Diena;Apgaismojums
220628127;Diena;Apgaismojums
220502009;Tumsa;Apgaismojums
220503371;Diena;Apgaismojums
220504670;Diena;Apgaismojums
220504719;Diena;Apgaismojums
220505996;Diena;Apgaismojums
220507332;Diena;Apgaismojums
220507351;Diena;Apgaismojums
220512482;Diena;Apgaismojums
220513771;Diena;Apgaismojums
220497764;Diena;Apgaismojums
220497820;Diena;Apgaismojums
220500406;Diena;Apgaismojums
220500412;Diena;Apgaismojums
220643171;Diena;Apgaismojums
220627352;Diena;Apgaismojums
220642024;Diena;Apgaismojums
220551626;Diena;Apgaismojums
220552936;Apgaismojums ieslēgts;Apgaismojums
220539730;Diena;Apgaismojums
220568104;Diena;Apgaismojums
220568129;Diena;Apgaismojums
220569417;Diena;Apgaismojums
220570756;Diena;Apgaismojums
220384053;Diena;Apgaismojums
