Notikuma identifikators;Vērtība;Lauka nosaukums
220387972;Diena;Apgaismojums
220383817;Tumsa;Apgaismojums
220698937;Tumsa;Apgaismojums
220700197;Tumsa, apgaism.ieslēgts;Apgaismojums
221815610;Diena;Apgaismojums
220701623;Tumsa, apgaism.ieslēgts;Apgaismojums
220464805;Diena;Apgaismojums
220466109;Diena;Apgaismojums
220488946;Tumsa, apgaism.ieslēgts;Apgaismojums
220489016;Diena;Apgaismojums
220491608;Diena;Apgaismojums
220475913;Diena;Apgaismojums
220563924;Diena;Apgaismojums
220566625;Diena;Apgaismojums
220566927;Krēsla;Apgaismojums
220570956;Diena;Apgaismojums
220570960;Diena;Apgaismojums
220574889;Diena;Apgaismojums
220576247;Diena;Apgaismojums
220375530;Diena;Apgaismojums
220372424;Diena;Apgaismojums
220374287;Diena;Apgaismojums
220398434;Diena;Apgaismojums
220398440;Diena;Apgaismojums
220380226;Diena;Apgaismojums
220381938;Diena;Apgaismojums
220383296;Diena;Apgaismojums
220384575;Diena;Apgaismojums
220385894;Tumsa;Apgaismojums
220387254;Tumsa;Apgaismojums
220680979;Diena;Apgaismojums
220683533;Diena;Apgaismojums
220665052;Diena;Apgaismojums
220674394;Diena;Apgaismojums
220495827;Tumsa, apgaism.ieslēgts;Apgaismojums
220497124;Diena;Apgaismojums
220503804;Diena;Apgaismojums
220505116;Tumsa, apgaism.ieslēgts;Apgaismojums
220535035;Diena;Apgaismojums
220516453;Diena;Apgaismojums
220517828;Diena;Apgaismojums
220382113;Diena;Apgaismojums
220566361;Diena;Apgaismojums
220685939;Diena;Apgaismojums
220691262;Diena;Apgaismojums
220693939;Diena;Apgaismojums
220695441;Diena;Apgaismojums
220687384;Diena;Apgaismojums
220688667;Diena;Apgaismojums
220391812;Diena;Apgaismojums
220394502;Diena;Apgaismojums
220396951;Diena;Apgaismojums
220697650;Tumsa;Apgaismojums
220481943;Diena;Apgaismojums
220487267;Tumsa;Apgaismojums
220471443;Diena;Apgaismojums
220488847;Tumsa, apgaism.ieslēgts;Apgaismojums
220474237;Diena;Apgaismojums
220464731;Diena;Apgaismojums
220590186;Diena;Apgaismojums
220561797;Diena;Apgaismojums
220564413;Diena;Apgaismojums
220565758;Diena;Apgaismojums
220489210;Diena;Apgaismojums
220489263;Apgaismojums ieslēgts;Apgaismojums
220493173;Diena;Apgaismojums
220473387;Diena;Apgaismojums
220474687;Diena;Apgaismojums
220382860;Krēsla;Apgaismojums
220384174;Diena;Apgaismojums
220389507;Diena;Apgaismojums
220396013;Diena;Apgaismojums
220581651;Diena;Apgaismojums
220582962;Krēsla;Apgaismojums
220582995;Diena;Apgaismojums
220585625;Diena;Apgaismojums
220586958;Diena;Apgaismojums
220474407;Diena;Apgaismojums
220474478;Diena;Apgaismojums
220496475;Tumsa, apgaism.ieslēgts;Apgaismojums
220497799;Diena;Apgaismojums
220497807;Diena;Apgaismojums
220500450;Krēsla;Apgaismojums
220501759;Tumsa, apgaism.ieslēgts;Apgaismojums
220504474;Diena;Apgaismojums
220507063;Diena;Apgaismojums
220383447;Diena;Apgaismojums
220384758;Krēsla;Apgaismojums
220384778;Tumsa;Apgaismojums
220384786;Diena;Apgaismojums
220390079;Diena;Apgaismojums
220391401;Diena;Apgaismojums
207594077;Tumsa, apgaismojuma nav;Apgaismojums
208222351;Diena;Apgaismojums
206576253;Diena;Apgaismojums
220561791;Diena;Apgaismojums
220565735;Tumsa, apgaism.ieslēgts;Apgaismojums
220587529;Tumsa;Apgaismojums
220587536;Tumsa;Apgaismojums
220511034;Tumsa;Apgaismojums
220500315;Diena;Apgaismojums
220502966;Tumsa, apgaismojuma nav;Apgaismojums
220502976;Diena;Apgaismojums
220523302;Diena;Apgaismojums
220524612;Diena;Apgaismojums
220527295;Diena;Apgaismojums
220675818;Diena;Apgaismojums
220666326;Tumsa, apgaism.ieslēgts;Apgaismojums
220556491;Diena;Apgaismojums
220553157;Diena;Apgaismojums
220557120;Diena;Apgaismojums
220537269;Diena;Apgaismojums
220550184;Diena;Apgaismojums
220473296;Krēsla;Apgaismojums
220484127;Diena;Apgaismojums
220488140;Tumsa, apgaismojuma nav;Apgaismojums
220557829;Diena;Apgaismojums
220557891;Diena;Apgaismojums
220538116;Diena;Apgaismojums
220519400;Tumsa;Apgaismojums
220519438;Diena;Apgaismojums
220520691;Diena;Apgaismojums
220522018;Diena;Apgaismojums
220524688;Apgaismojums ieslēgts;Apgaismojums
220526084;Apgaismojuma nav;Apgaismojums
220542032;Diena;Apgaismojums
220548682;Diena;Apgaismojums
220549947;Tumsa, apgaism.ieslēgts;Apgaismojums
220536731;Diena;Apgaismojums
220478043;Diena;Apgaismojums
220481966;Diena;Apgaismojums
220481971;Diena;Apgaismojums
220483339;Diena;Apgaismojums
220541077;Diena;Apgaismojums
220543752;Diena;Apgaismojums
220673112;Diena;Apgaismojums
220675824;Diena;Apgaismojums
220464345;Diena;Apgaismojums
220464355;Diena;Apgaismojums
220464363;Tumsa;Apgaismojums
220668291;Diena;Apgaismojums
220667261;Diena;Apgaismojums
220685764;Diena;Apgaismojums
220687085;Diena;Apgaismojums
220469526;Diena;Apgaismojums
220554246;Tumsa;Apgaismojums
220473585;Diena;Apgaismojums
220472600;Diena;Apgaismojums
220465162;Diena;Apgaismojums
220466443;Diena;Apgaismojums
220465899;Diena;Apgaismojums
220540756;Diena;Apgaismojums
220540769;Tumsa, apgaism.ieslēgts;Apgaismojums
220540783;Diena;Apgaismojums
220542040;Tumsa;Apgaismojums
220544714;Diena;Apgaismojums
220543551;Tumsa;Apgaismojums
220544906;Diena;Apgaismojums
220547554;Tumsa, apgaismojuma nav;Apgaismojums
220384730;Diena;Apgaismojums
220388767;Diena;Apgaismojums
220390099;Diena;Apgaismojums
220693930;Diena;Apgaismojums
220687335;Diena;Apgaismojums
220691324;Krēsla;Apgaismojums
220691331;Tumsa, apgaism.ieslēgts;Apgaismojums
220692697;Diena;Apgaismojums
220675744;Tumsa;Apgaismojums
220677446;Diena;Apgaismojums
220673238;Diena;Apgaismojums
220678882;Tumsa, apgaismojuma nav;Apgaismojums
220684071;Diena;Apgaismojums
220665672;Diena;Apgaismojums
220685807;Diena;Apgaismojums
220688522;Diena;Apgaismojums
220520104;Diena;Apgaismojums
220542126;Diena;Apgaismojums
220542181;Diena;Apgaismojums
220478176;Tumsa, apgaism.ieslēgts;Apgaismojums
220482129;Tumsa, apgaism.ieslēgts;Apgaismojums
220484808;Diena;Apgaismojums
220484824;Diena;Apgaismojums
220486115;Diena;Apgaismojums
220488793;Diena;Apgaismojums
220490156;Tumsa;Apgaismojums
220548954;Tumsa;Apgaismojums
220679590;Diena;Apgaismojums
220680907;Diena;Apgaismojums
220674941;Krēsla;Apgaismojums
220473083;Tumsa;Apgaismojums
220530837;Diena;Apgaismojums
220548965;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220540814;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220435793;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220408868;IELAS, CEĻA POSMS;Papildus raksturojums
220497770;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220548256;IELAS, CEĻA POSMS;Papildus raksturojums
220375977;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220544656;IELAS, CEĻA POSMS;Papildus raksturojums
220507332;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220451383;IELAS, CEĻA POSMS;Papildus raksturojums
220418087;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
221258680;IELAS, CEĻA POSMS;Papildus raksturojums
220492873;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220676630;IELAS, CEĻA POSMS;Papildus raksturojums
220433022;IELAS, CEĻA POSMS;Papildus raksturojums
220400716;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220582719;IELAS, CEĻA POSMS;Papildus raksturojums
220436912;IELAS, CEĻA POSMS;Papildus raksturojums
220554444;IELAS, CEĻA POSMS;Papildus raksturojums
220422314;IELAS, CEĻA POSMS;Papildus raksturojums
220653902;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220427561;IELAS, CEĻA POSMS;Papildus raksturojums
220557357;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220615958;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
208222351;IELAS, CEĻA POSMS;Papildus raksturojums
220621538;IELAS, CEĻA POSMS;Papildus raksturojums
220618540;IELAS, CEĻA POSMS;Papildus raksturojums
220518663;IELAS, CEĻA POSMS;Papildus raksturojums
220605898;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220401618;IELAS, CEĻA POSMS;Papildus raksturojums
220449828;IELAS, CEĻA POSMS;Papildus raksturojums
220480459;IELAS, CEĻA POSMS;Papildus raksturojums
220456510;IELAS, CEĻA POSMS;Papildus raksturojums
220646481;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220633058;IELAS, CEĻA POSMS;Papildus raksturojums
220508530;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220498993;IELAS, CEĻA POSMS;Papildus raksturojums
220481016;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220663029;IELAS, CEĻA POSMS;Papildus raksturojums
220618795;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220444402;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220643196;IELAS, CEĻA POSMS;Papildus raksturojums
220575392;SABIEDRISKĀ TRANSPORTA PIETURA;Papildus raksturojums
220666817;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220433153;IELAS, CEĻA POSMS;Papildus raksturojums
220599805;IELAS, CEĻA POSMS;Papildus raksturojums
220683514;IELAS, CEĻA POSMS;Papildus raksturojums
220474770;IELAS, CEĻA POSMS;Papildus raksturojums
220563826;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220574889;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220455837;IELAS, CEĻA POSMS;Papildus raksturojums
220579736;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220686930;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220386049;IELAS, CEĻA POSMS;Papildus raksturojums
220401634;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220689747;IELAS, CEĻA POSMS;Papildus raksturojums
220484309;TILTS;Papildus raksturojums
220672579;IELAS, CEĻA POSMS;Papildus raksturojums
220584747;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220469874;IELAS, CEĻA POSMS;Papildus raksturojums
220667252;IELAS, CEĻA POSMS;Papildus raksturojums
220516453;IELAS, CEĻA POSMS;Papildus raksturojums
221814127;IELAS, CEĻA POSMS;Papildus raksturojums
220402341;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220504474;IELAS, CEĻA POSMS;Papildus raksturojums
220526164;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220396177;IELAS, CEĻA POSMS;Papildus raksturojums
220398371;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220605553;IELAS, CEĻA POSMS;Papildus raksturojums
221812074;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220573142;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220434578;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220640838;IELA AR VIENVIRZIENA KUSTĪBU;Papildus raksturojums
220532762;IELA AR VIENVIRZIENA KUSTĪBU;Papildus raksturojums
220424265;IELAS, CEĻA POSMS;Papildus raksturojums
220678117;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220604017;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220544159;SABIEDRISKĀ TRANSPORTA PIETURA;Papildus raksturojums
220675936;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220526548;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220680497;IELAS, CEĻA POSMS;Papildus raksturojums
219785596;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220698584;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220639396;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220462955;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220549406;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220652434;IELA AR ATSEVIŠĶU JOSLU SAB. TR.;Papildus raksturojums
220374124;IELAS, CEĻA POSMS;Papildus raksturojums
220649160;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220633890;IELAS, CEĻA POSMS, KO REMONTĒ;Papildus raksturojums
221812477;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220614878;IELAS, CEĻA POSMS;Papildus raksturojums
220447284;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220441072;IELAS, CEĻA POSMS;Papildus raksturojums
220473672;IELAS, CEĻA POSMS;Papildus raksturojums
220398503;IELAS, CEĻA POSMS;Papildus raksturojums
220665081;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220439590;IELAS, CEĻA POSMS;Papildus raksturojums
220701201;IELAS, CEĻA POSMS;Papildus raksturojums
220698548;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220563376;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220432700;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220410910;IELAS, CEĻA POSMS;Papildus raksturojums
220480504;IELAS, CEĻA POSMS;Papildus raksturojums
220592100;IELAS, CEĻA POSMS;Papildus raksturojums
220665718;IELAS, CEĻA POSMS;Papildus raksturojums
221816390;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220504557;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220595155;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220651428;IELAS, CEĻA POSMS;Papildus raksturojums
220526349;IELAS, CEĻA POSMS;Papildus raksturojums
220464261;NEREGULĒJAMS KRUSTOJUMS;Papildus raksturojums
220423181;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220549540;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220464345;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220504905;IELAS, CEĻA POSMS;Papildus raksturojums
220387157;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220524762;IELAS, CEĻA POSMS;Papildus raksturojums
220539436;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220397341;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220593950;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220489981;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220636135;IELAS, CEĻA POSMS;Papildus raksturojums
220489305;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220517605;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220555778;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220555128;GĀJ. PĀREJA APZĪM. AR CEĻA ZĪMĒM;Papildus raksturojums
220463248;IELAS, CEĻA POSMS;Papildus raksturojums
220375694;IELAS, CEĻA POSMS;Papildus raksturojums
220476650;IELAS, CEĻA POSMS;Papildus raksturojums
220428992;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220447376;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220537490;IELAS, CEĻA POSMS;Papildus raksturojums
220473200;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220546293;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220423181;LUKSOFORS STRĀDĀ;Papildus raksturojums
220632712;IELAS, CEĻA POSMS;Papildus raksturojums
220396278;IELAS, CEĻA POSMS;Papildus raksturojums
220488140;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220666149;IELAS, CEĻA POSMS;Papildus raksturojums
220443197;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220389721;IELAS, CEĻA POSMS;Papildus raksturojums
220493298;IELAS, CEĻA POSMS;Papildus raksturojums
220398373;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220636653;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220673516;IELAS, CEĻA POSMS;Papildus raksturojums
220636599;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
221815942;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220563376;VELOSIPĒDU / GĀJĒJU CEĻŠ;Papildus raksturojums
220570956;IELAS, CEĻA POSMS;Papildus raksturojums
220417311;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220621045;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220688013;IELAS, CEĻA POSMS;Papildus raksturojums
220571345;IELAS, CEĻA POSMS;Papildus raksturojums
220676478;IELAS, CEĻA POSMS;Papildus raksturojums
220597398;IELAS, CEĻA POSMS;Papildus raksturojums
220448549;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220473592;IELAS, CEĻA POSMS;Papildus raksturojums
220578006;IELAS, CEĻA POSMS;Papildus raksturojums
220684610;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220443522;IELAS, CEĻA POSMS;Papildus raksturojums
220681323;IELAS, CEĻA POSMS;Papildus raksturojums
220478692;IELAS, CEĻA POSMS;Papildus raksturojums
220483339;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220593724;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220453905;SABIEDRISKĀ TRANSPORTA PIETURA;Papildus raksturojums
220684417;IELAS, CEĻA POSMS;Papildus raksturojums
220629799;IELAS, CEĻA POSMS;Papildus raksturojums
220661187;IELAS, CEĻA POSMS;Papildus raksturojums
220423625;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220498092;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220423830;IELAS, CEĻA POSMS;Papildus raksturojums
220458317;IELAS, CEĻA POSMS;Papildus raksturojums
220413920;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220560499;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220383666;IELAS, CEĻA POSMS;Papildus raksturojums
220685226;IELAS, CEĻA POSMS;Papildus raksturojums
220612518;IELA AR VIENVIRZIENA KUSTĪBU;Papildus raksturojums
220607665;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220568290;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220664385;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220662338;IELAS, CEĻA POSMS;Papildus raksturojums
220657517;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220404524;IELAS, CEĻA POSMS;Papildus raksturojums
220591855;IELAS, CEĻA POSMS;Papildus raksturojums
220456401;IELAS, CEĻA POSMS;Papildus raksturojums
220700732;IELA AR VIENVIRZIENA KUSTĪBU;Papildus raksturojums
220609805;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220613903;IELAS, CEĻA POSMS;Papildus raksturojums
220377480;IELAS, CEĻA POSMS;Papildus raksturojums
220675754;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220422344;IELAS, CEĻA POSMS;Papildus raksturojums
220590667;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220506925;LUKSOFORS STRĀDĀ;Papildus raksturojums
220573519;IELAS, CEĻA POSMS;Papildus raksturojums
220658746;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220501149;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220650646;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220672784;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220404775;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220476092;IELAS, CEĻA POSMS;Papildus raksturojums
220614138;IELAS, CEĻA POSMS;Papildus raksturojums
220445217;IELAS, CEĻA POSMS;Papildus raksturojums
220583495;IELAS, CEĻA POSMS;Papildus raksturojums
220606110;IELAS, CEĻA POSMS;Papildus raksturojums
220554769;IELAS, CEĻA POSMS;Papildus raksturojums
220483319;IELAS, CEĻA POSMS;Papildus raksturojums
220605243;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220578503;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220615183;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220382309;IELAS, CEĻA POSMS;Papildus raksturojums
220425743;IELAS, CEĻA POSMS;Papildus raksturojums
220677446;IELAS, CEĻA POSMS;Papildus raksturojums
220391722;IELAS, CEĻA POSMS;Papildus raksturojums
220676776;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220604866;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220385917;LUKSOFORS STRĀDĀ;Papildus raksturojums
220401835;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220640941;IELAS, CEĻA POSMS;Papildus raksturojums
220647970;IELAS, CEĻA POSMS;Papildus raksturojums
220528689;IELAS, CEĻA POSMS;Papildus raksturojums
220623034;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220456194;IELAS, CEĻA POSMS;Papildus raksturojums
220375797;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220558227;IELAS, CEĻA POSMS;Papildus raksturojums
220426527;AR CEĻA ZĪMĒM REGUL. KRUSTOJUMS;Papildus raksturojums
220657052;IELAS, CEĻA POSMS;Papildus raksturojums
220672070;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220413572;VIETA, KAS APZĪM. AR CEĻA ZĪMI - DZĪV. ZONA;Papildus raksturojums
220676664;IELAS, CEĻA POSMS;Papildus raksturojums
220665154;IELAS, CEĻA POSMS;Papildus raksturojums
220648872;IELAS, CEĻA POSMS;Papildus raksturojums
220496480;IELAS, CEĻA POSMS;Papildus raksturojums
220541133;IELAS, CEĻA POSMS;Papildus raksturojums
220698701;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220599959;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220520486;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220438430;IELAS, CEĻA POSMS;Papildus raksturojums
220374753;IELAS, CEĻA POSMS;Papildus raksturojums
220677869;TILTS;Papildus raksturojums
220496425;IELAS, CEĻA POSMS;Papildus raksturojums
220610251;IELAS, CEĻA POSMS;Papildus raksturojums
220638695;VELOSIPĒDU / GĀJĒJU CEĻŠ;Papildus raksturojums
220669594;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220435968;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220622143;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220692862;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220619933;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220649289;IELAS, CEĻA POSMS;Papildus raksturojums
220700949;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220486112;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220434190;IELAS, CEĻA POSMS;Papildus raksturojums
220482229;IELAS, CEĻA POSMS;Papildus raksturojums
220487964;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220456959;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220408179;IELAS, CEĻA POSMS;Papildus raksturojums
220481943;IELAS, CEĻA POSMS;Papildus raksturojums
220488933;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220620934;IELAS, CEĻA POSMS;Papildus raksturojums
220387715;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
220525368;AR LUKSOFORU REGUL. KRUSTOJUMS;Papildus raksturojums
220382113;TERITORIJA (DUS, PAGALMS, STĀVVIETA U.C.);Papildus raksturojums
