Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
220539299;1;Vieglā;BMW;320;2008;3;Pasažieris;27;S;Nē;viegli miesas bojājumi
220539299;2;Vieglā;BMW;120;2005;1;Vadītājs;38;S;Nē;viegli miesas bojājumi
220539436;1;Vieglā;PORSCHE;CAYENNE;2003;1;Vadītājs;37;S;Nē;bez miesas bojājumiem
220539477;1;Vieglā;AUDI;A6;2008;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220539491;1;Vieglā;BMW;X5 XDRIVE30D;2020;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
220539646;1;Kravas;RENAULT;MIDLUM;2011;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220539646;2;Vieglā;VOLVO;V70;2000;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
220539730;1;Vieglā;AUDI;A3;1999;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220539730;2;Kravas;VOLVO;FH;2015;2;Vadītājs;24;V;Nē;bez miesas bojājumiem
220539730;3;Piekabe;LANGENDORF;;2015;2;Citi;24;V;Nē;bez miesas bojājumiem
220539739;1;Vieglā;VW;T-CROSS;2021;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220539765;1;Vieglā;MERCEDES BENZ;C220;2007;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
220539765;2;Vieglā;OPEL;MOKKA;2016;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220539836;1;Velosipēds;;;;1;Velosipēda vadītājs;54;S;Nē;viegli miesas bojājumi
220539965;1;Kravas;SCANIA;P93;1995;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220540004;1;Vieglā;BMW;X1 XDRIVE18D;2014;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220540085;1;Autobuss;SOLARIS;URBINO 15;2002;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
220540085;1;Autobuss;SOLARIS;URBINO 15;2002;2;Pasažieris;83;V;Nē;viegli miesas bojājumi
220540094;1;Kravas;FORD;TRANSIT CUSTOM;2014;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220540094;2;Vieglā;FIAT;DUCATO;2019;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
220540097;1;Piekabe;PK;2 600;2011;4;;;;Nē;
220540097;2;Kravas;DAF;FTGXF105;2013;2;Vadītājs;53;V;Nē;bez miesas bojājumiem
220540097;3;Kravas vilcējs;MERCEDES BENZ;ACTROS 1841;2013;3;Vadītājs;32;V;Nē;bez miesas bojājumiem
220540097;4;Piekabe;KOEGEL;;2012;1;Atbildīgais par piekabi;32;V;Nē;bez miesas bojājumiem
220540116;1;Vieglā;SAAB;9-3;2003;2;Vadītājs;25;S;Nē;bez miesas bojājumiem
220540116;2;Vieglā;MERCEDES BENZ;E200;2004;1;Vadītājs;73;V;Nē;bez miesas bojājumiem
220540185;1;Vieglā;BMW;530;2006;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220540185;2;Vieglā;BMW;530;2005;2;Vadītājs;22;V;Nē;bez miesas bojājumiem
220540221;1;Vieglā;BMW;X5;2015;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220540221;2;Vieglā;MAZDA;6;2008;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
220540240;1;Vieglā;TOYOTA;RAV4;2019;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
220540339;1;Vieglā;PEUGEOT;207;2010;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220540339;;;;;;2;Gājējs;78;S;Nē;viegli miesas bojājumi
220540478;1;Vieglā;VOLVO;S60;2014;1;Vadītājs;44;S;Nē;bez miesas bojājumiem
220540478;2;Nedefinēts;;;;2;Vadītājs;;;Nē;bez miesas bojājumiem
220540533;1;Kvadracikls;BOMBARDIER;OUTLANDER 1000 X MR;2020;1;Vadītājs;44;V;Nē;viegli miesas bojājumi
220540586;1;Vieglā;VW;CARAVELLE;1994;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220540586;2;Vieglā;VOLVO;XC70;2013;2;Vadītājs;36;S;Nē;bez miesas bojājumiem
220540666;1;Kravas;VW;CADDY;2016;1;Vadītājs;23;V;Nē;bez miesas bojājumiem
220540666;;;;;;2;Gājējs;76;S;Nē;viegli miesas bojājumi
220540678;1;Vieglā;OPEL;ASTRA;2003;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
220540678;2;Vieglā;MAZDA;323 F;1998;3;Vadītājs;19;V;Nē;bez miesas bojājumiem
220540678;3;Vieglā;BMW;740;2009;2;Vadītājs;30;V;Nē;bez miesas bojājumiem
220540713;1;Vieglā;AUDI;A4;2002;2;Vadītājs;32;V;Nē;bez miesas bojājumiem
220540713;2;Vieglā;AUDI;A6;2003;1;Vadītājs;52;S;Nē;bez miesas bojājumiem
220540751;1;Vieglā;TOYOTA;AURIS;2008;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220540751;2;Vieglā;MAZDA;3;2006;2;Vadītājs;23;V;Nē;bez miesas bojājumiem
220540756;1;Vieglā;OPEL;VECTRA;2003;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
220540769;1;Vieglā;MERCEDES BENZ;ML 270;2003;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
220540769;2;Vieglā;RENAULT;KANGOO;2017;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
220540783;1;Vieglā;OPEL;ADAM;2013;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
220540814;1;Kravas;RENAULT;;2006;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220540814;1;Kravas;RENAULT;MIDLUM 220.18;2006;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220540929;1;Kravas;MITSUBISHI;L200;2018;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
220540929;2;Piekabe;THULE;18;2010;3;;;;Nē;
220540929;3;Velosipēds;;;;2;Velosipēda vadītājs;64;S;Nē;smagi miesas bojājumi
220541001;1;Kravas;RENAULT;MASTER;2014;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220541020;1;Traktortehnika;;;;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220541056;1;Mopēds,motorollers;;;;1;Mopēdists;47;V;Nē;bez miesas bojājumiem
220541056;2;Mopēds,motorollers;;;;2;Mopēdists;30;V;Nē;viegli miesas bojājumi
220541073;1;Vieglā;BMW;316;1999;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220541073;2;Vieglā;AUDI;A6 AVANT;2006;2;Vadītājs;35;S;Nē;bez miesas bojājumiem
220541077;1;Vieglā;FORD;GALAXY;2005;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
220541122;1;Vieglā;MERCEDES BENZ;S350;2007;1;Vadītājs;67;V;Nē;bez miesas bojājumiem
220541122;2;Vieglā;HONDA;CIVIC;2006;2;Vadītājs;39;V;Nē;bez miesas bojājumiem
220541133;1;Vieglā;HYUNDAI;TUCSON;2008;3;Vadītājs;20;V;Nē;bez miesas bojājumiem
220541133;2;Vieglā;TOYOTA;COROLLA VERSO;2007;2;Vadītājs;45;V;Nē;bez miesas bojājumiem
220541133;3;Vieglā;VOLVO;S80;2000;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220541186;1;Vieglā;VOLVO;S60;2001;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220541186;2;Vieglā;VW;TOURAN;2003;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220541205;1;Kravas;CITROEN;BERLINGO;2001;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220541241;1;Vieglā;VOLVO;S60;2005;1;Vadītājs;49;S;Nē;bez miesas bojājumiem
220541307;1;Vieglā;AUDI;A4;1999;2;Vadītājs;32;V;Nē;bez miesas bojājumiem
220541307;2;Vieglā;OPEL;ZAFIRA;2003;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220541392;1;Vieglā;OPEL;CORSA;2007;2;Vadītājs;24;S;Nē;bez miesas bojājumiem
220541392;2;Motocikls;YAMAHA;XV 125H;2000;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220541424;1;Motocikls;PIAGGIO;VESPA PRIMAVERA;2015;1;Vadītājs;31;V;Nē;viegli miesas bojājumi
220541464;1;Kravas;NISSAN;PRIMASTAR;2006;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220541484;1;Kravas;VW;CRAFTER;2009;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220541484;2;Vieglā;FORD;S-MAX;2007;2;Vadītājs;43;V;Nē;bez miesas bojājumiem
220541653;1;Vieglā;AUDI;Q5;2016;2;Vadītājs;40;S;Nē;bez miesas bojājumiem
220541653;2;Vieglā;BMW;X5 XDRIVE30D;2018;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220541673;1;Vieglā;VW;MULTIVAN;1987;1;Vadītājs;45;V;Nē;bez miesas bojājumiem
220541673;2;Vieglā;OPEL;CORSA;2007;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220541817;1;Vieglā;OPEL;ASTRA CARAVAN;2003;2;Vadītājs;68;V;Nē;bez miesas bojājumiem
220541817;2;Vieglā;OPEL;ZAFIRA;2000;1;Vadītājs;35;V;Jā;bez miesas bojājumiem
220541836;1;Vieglā;ŠKODA;KODIAQ;2018;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220541838;1;Vieglā;VW;KOMBI;2016;2;Vadītājs;50;V;Nē;bez miesas bojājumiem
220541838;;;;;;1;Gājējs;46;V;Nē;bez miesas bojājumiem
220541893;1;Vieglā;HYUNDAI;GETZ;2007;2;Vadītājs;27;V;Nē;bez miesas bojājumiem
220541893;2;Vieglā;VOLVO;V50;2008;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
220541932;1;Vieglā;BMW;X3;2004;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220541932;2;Vieglā;BMW;330;2008;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
220542032;1;Vieglā;BMW;530;2007;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220542040;1;Vieglā;VOLVO;S80;1999;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220542040;2;Vieglā;AUDI;A4 AVANT;2013;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220542062;1;Vieglā;HONDA;CRV;2001;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220542062;2;Vieglā;AUDI;A4 AVANT;1999;1;Vadītājs;20;V;Nē;bez miesas bojājumiem
220542126;1;Autobuss;SOLARIS;URBINO 15;2002;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220542174;1;Vieglā;ŠKODA;KAROQ;2018;1;Vadītājs;67;S;Nē;bez miesas bojājumiem
220542174;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220542181;1;Kravas;CITROEN;JUMPER;2017;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220542203;1;Motocikls;SUZUKI;GSX 650F;2009;1;Vadītājs;26;S;Nē;viegli miesas bojājumi
220542217;1;Vieglā;HYUNDAI;I30;2014;1;Vadītājs;25;V;Nē;bez miesas bojājumiem
220542217;2;Motocikls;KAWASAKI;Z 750;2008;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220542253;1;Kravas;MERCEDES BENZ;SPRINTER 313;2002;2;Vadītājs;65;V;Nē;bez miesas bojājumiem
220542253;2;Kravas;KIA;CEE D;2017;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220542488;1;Kravas;MAN;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220542488;2;Piekabe;SCHMITZ;;;3;Atbildīgais par piekabi;;V;Nē;bez miesas bojājumiem
220542488;;;;;;1;Gājējs;37;V;Nē;viegli miesas bojājumi
220542528;1;Vieglā;AUDI;80 AVANT;1996;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
220542528;1;Vieglā;AUDI;A4 AVANT;1996;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
220542528;2;Vieglā;MERCEDES BENZ;ML 280;2006;2;Vadītājs;34;S;Nē;bez miesas bojājumiem
220542612;1;Vieglā;HYUNDAI;I20;2017;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220542612;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220542967;1;Kravas;SCANIA;G 420;2010;1;Vadītājs;62;V;Nē;viegli miesas bojājumi
220542967;2;Puspiekabe;REISCH;RSBS 35/24LK;2006;2;;;;Nē;
220542970;1;Kravas;DAF;;2004;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220542970;2;Piekabe;;;2004;2;;;;Nē;
220542985;1;Vieglā;VW;GOLF;2006;2;Vadītājs;81;V;Nē;bez miesas bojājumiem
220542985;2;Piekabe;RB;1151;2006;3;;;;Nē;
220542985;;;;;;1;Gājējs;6;V;Nē;viegli miesas bojājumi
220543067;1;Kravas;MERCEDES BENZ;ACTROS;;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220543067;2;Piekabe;SCHMITZ;CARGOBULL;;2;;;;Nē;
220543126;1;Vieglā;RENAULT;ESPACE;2009;1;Vadītājs;39;S;Nē;bez miesas bojājumiem
220543290;1;Vieglā;VOLVO;V50;2011;1;Vadītājs;44;S;Nē;bez miesas bojājumiem
220543290;2;Vieglā;VW;TOURAN;2006;2;Vadītājs;32;S;Nē;bez miesas bojājumiem
220543470;1;Kravas;SCANIA;P 270;2006;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220543551;1;Vieglā;RENAULT;MEGANE;2003;2;Vadītājs;27;V;Nē;bez miesas bojājumiem
220543551;2;Vieglā;OPEL;ASTRA SPORTS TOURER;2012;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220543607;1;Velosipēds;;;;1;Velosipēda vadītājs;11;V;Nē;viegli miesas bojājumi
220543752;1;Vieglā;NISSAN;X TRAIL;2021;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
220543759;1;Vieglā;AUDI;80;1993;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
220543805;1;Vieglā;MINI;ONE CABRIO;2008;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220543805;2;Vieglā;AUDI;A4;2010;2;Vadītājs;38;S;Nē;bez miesas bojājumiem
220543867;1;Vieglā;NISSAN;X TRAIL;2005;1;Vadītājs;39;S;Nē;bez miesas bojājumiem
220543869;1;Vieglā;CHRYSLER;TOWN & COUNTRY;2008;1;Pasažieris;20;S;Nē;bez miesas bojājumiem
220543869;1;Vieglā;CHRYSLER;TOWN & COUNTRY;2008;2;Pasažieris;19;V;Nē;bez miesas bojājumiem
220543869;1;Vieglā;CHRYSLER;TOWN & COUNTRY;2008;4;Pasažieris;19;V;Nē;viegli miesas bojājumi
220543869;1;Vieglā;CHRYSLER;TOWN & COUNTRY;2008;3;Vadītājs;20;S;Nē;bez miesas bojājumiem
220543889;1;Vieglā;;;;2;Vadītājs;;;Nē;bez miesas bojājumiem
220543889;2;Velosipēds;;;;1;Velosipēda vadītājs;79;V;Nē;viegli miesas bojājumi
220543929;1;Vieglā;NISSAN;QASHQAI;2017;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220543929;2;Vieglā;ŠKODA;KODIAQ;2018;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220543988;1;Vieglā;FIAT;PUNTO;2008;2;Vadītājs;46;S;Nē;bez miesas bojājumiem
220543988;2;Vieglā;RENAULT;MEGANE;2013;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220544035;1;Vieglā;OPEL;CORSA;2001;3;Vadītājs;27;V;Nē;bez miesas bojājumiem
220544035;2;Autobuss;SOLARIS;URBINO 18;2014;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220544035;3;Kravas;SCANIA;R94;2000;2;Vadītājs;53;V;Nē;bez miesas bojājumiem
220544159;1;Trolejbuss;;;;2;Pasažieris;;V;Nē;viegli miesas bojājumi
220544159;1;Trolejbuss;;;;1;Vadītājs;28;V;Nē;bez miesas bojājumiem
220544201;1;Traktortehnika;;;;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220544201;2;Piekabe;;;;2;;;;Nē;
220544206;1;Vieglā;SCION;FR-S;2012;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220544206;2;Vieglā;BMW;520;2010;2;Vadītājs;23;V;Nē;bez miesas bojājumiem
220544225;1;Vieglā;VOLVO;XC70;2004;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
220544225;2;Vieglā;VOLVO;V50;2008;2;Vadītājs;37;V;Jā;bez miesas bojājumiem
220544243;1;Motocikls;HONDA;CBR 600RR;2003;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220544243;2;Vieglā;TOYOTA;RAV4;2018;1;Vadītājs;60;S;Nē;bez miesas bojājumiem
220544260;1;Motocikls;KAWASAKI;Z 1000;2014;1;Vadītājs;34;V;Nē;viegli miesas bojājumi
220544338;1;Kravas;FORD;TRANSIT CONNECT;2008;2;Vadītājs;24;V;Nē;bez miesas bojājumiem
220544338;2;Kravas;VW;AMAROK;2012;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
220544404;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220544437;1;Kravas;TOYOTA;HILUX;2015;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220544437;2;Vieglā;TOYOTA;COROLLA;1993;2;Vadītājs;66;S;Nē;bez miesas bojājumiem
220544467;1;Vieglā;VW;GOLF;2013;1;Vadītājs;39;S;Nē;bez miesas bojājumiem
220544467;2;Vieglā;FORD;FOCUS;2006;2;Vadītājs;34;V;Nē;bez miesas bojājumiem
220544583;1;Vieglā;ŠKODA;SUPERB;2017;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220544656;1;Pārvietošanās līdzeklis ar elektromotoru;;;;1;Velosipēda vadītājs;19;S;Nē;bez miesas bojājumiem
220544656;1;Pārvietošanās līdzeklis ar elektromotoru;;;;2;Pasažieris;23;V;Nē;viegli miesas bojājumi
220544657;1;Vieglā;AUDI;A6;2007;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220544714;1;Vieglā;TOYOTA;STARLET;1997;1;Vadītājs;;;Nē;bez miesas bojājumiem
220544756;1;Kravas;VW;CRAFTER;2018;1;Vadītājs;36;V;Nē;viegli miesas bojājumi
220544756;2;Vieglā;VW;GOLF;2019;2;Vadītājs;30;S;Nē;viegli miesas bojājumi
220544845;1;Vieglā;VOLVO;V70;1999;1;Vadītājs;33;S;Nē;bez miesas bojājumiem
220544906;1;Vieglā;VW;JETTA;2006;1;Vadītājs;77;V;Nē;bez miesas bojājumiem
220544925;1;Vieglā;ŠKODA;OCTAVIA;2017;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220544925;2;Vieglā;TOYOTA;PRIUS;2008;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220544970;1;Vieglā;KIA;SPORTAGE;2018;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220544970;2;Pārvietošanās līdzeklis ar elektromotoru;;;;2;Citi;;V;Nē;bez miesas bojājumiem
220545016;1;Kravas;VW;CADDY;2005;1;Vadītājs;34;V;Nē;viegli miesas bojājumi
220545101;1;Vieglā;BMW;X5 XDRIVE40D;2016;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
220545101;2;Vieglā;TOYOTA;COROLLA;2020;2;Vadītājs;55;S;Nē;bez miesas bojājumiem
220545187;1;Mopēds,motorollers;;;;1;Mopēdists;36;V;Jā;viegli miesas bojājumi
220545187;2;Vieglā;PEUGEOT;307;2002;2;Vadītājs;23;V;Nē;bez miesas bojājumiem
220545203;1;Vieglā;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220545275;1;Vieglā;MERCEDES BENZ;E270;2003;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220545275;;;;;;2;Gājējs;7;V;Nē;viegli miesas bojājumi
220545341;1;Vieglā;VOLVO;XC90;2008;2;Vadītājs;37;V;Nē;bez miesas bojājumiem
220545341;2;Vieglā;CHRYSLER;GRAND VOYAGER;1999;1;Vadītājs;51;V;Jā;bez miesas bojājumiem
220545348;1;Vieglā;RENAULT;LAGUNA;2005;4;Vadītājs;;V;Nē;bez miesas bojājumiem
220545348;2;Vieglā;VW;GOLF PLUS;2012;2;Vadītājs;28;S;Nē;bez miesas bojājumiem
220545348;3;Vieglā;BMW;530;2000;3;Vadītājs;;V;Nē;bez miesas bojājumiem
220545348;3;Vieglā;BMW;530;2000;1;Īpašnieks;18;V;Nē;bez miesas bojājumiem
220545535;1;Vieglā;BMW;X5;2007;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220545554;1;Vieglā;ŠKODA;OCTAVIA;2005;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
220545554;2;Vieglā;VOLVO;S60;2001;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220545621;1;Vieglā;KIA;CEE D;2007;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
220545621;;;;;;2;Gājējs;73;S;Nē;viegli miesas bojājumi
220545628;1;Vieglā;BMW;525;2007;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
220545628;2;Vieglā;RENAULT;SCENIC;2019;2;Vadītājs;58;S;Jā;bez miesas bojājumiem
220545637;1;Vieglā;BMW;320;2012;3;Vadītājs;23;V;Nē;bez miesas bojājumiem
220545637;2;Vieglā;AUDI;A4 AVANT;2000;2;Vadītājs;34;V;Nē;bez miesas bojājumiem
220545637;3;Vieglā;AUDI;A6 AVANT;2005;1;Vadītājs;21;S;Nē;bez miesas bojājumiem
220545664;1;Vieglā;BMW;320;2007;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
220545664;2;Velosipēds;;;;2;Velosipēda vadītājs;12;V;Nē;viegli miesas bojājumi
220545676;1;Vieglā;OPEL;ASTRA;2013;2;Vadītājs;21;V;Nē;bez miesas bojājumiem
220545676;2;Vieglā;TOYOTA;AURIS;2019;1;Vadītājs;26;S;Nē;bez miesas bojājumiem
220545718;1;Kravas;SCANIA;R 410;2016;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220545718;2;Piekabe;WIELTON;PC2K;;2;;;;Nē;
220545791;1;Vieglā;SUBARU;FORESTER;2018;2;Vadītājs;59;V;Nē;bez miesas bojājumiem
220545791;2;Vieglā;PORSCHE;MACAN;2020;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220545797;1;Velosipēds;;;;1;Velosipēda vadītājs;39;S;Jā;viegli miesas bojājumi
220545847;1;Pārvietošanās līdzeklis ar elektromotoru;;;;2;Citi;28;V;Nē;bez miesas bojājumiem
220545847;2;Velosipēds;;;;1;Velosipēda vadītājs;38;S;Nē;viegli miesas bojājumi
220545974;1;Vieglā;AUDI;Q5;2010;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220545979;1;Vieglā;AUDI;80;1989;2;Pasažieris;72;S;Nē;bez miesas bojājumiem
220545979;1;Vieglā;AUDI;80;1989;1;Vadītājs;73;V;Nē;viegli miesas bojājumi
220546026;1;Vieglā;AUDI;A6 LIMOUSINE;2012;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220546026;2;Vieglā;VW;TOURAN;2006;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220546079;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220546170;1;Vieglā;VOLVO;XC60;2013;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220546192;1;Vieglā;TOYOTA;COROLLA;2019;2;Vadītājs;36;S;Nē;bez miesas bojājumiem
220546192;2;Vieglā;TOYOTA;AURIS;2008;1;Vadītājs;68;V;Nē;bez miesas bojājumiem
220546220;1;Vieglā;MITSUBISHI;OUTLANDER;2011;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220546220;2;Vieglā;BMW;328;1999;2;Vadītājs;20;V;Nē;bez miesas bojājumiem
220546226;1;Vieglā;BMW;730;2009;1;Vadītājs;22;V;Nē;bez miesas bojājumiem
220546226;2;Vieglā;ŠKODA;OCTAVIA;2012;2;Vadītājs;49;S;Nē;bez miesas bojājumiem
220546227;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220546293;1;Vieglā;PEUGEOT;407;2005;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
220546293;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220546349;1;Vieglā;VOLVO;XC90;2004;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220546361;1;Vieglā;BMW;X3;2006;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220546414;1;Vieglā;TOYOTA;AURIS;2014;2;Vadītājs;37;S;Nē;viegli miesas bojājumi
220546414;2;Vieglā;CHRYSLER;PT CRUISER;2001;3;Pasažieris;19;S;Nē;viegli miesas bojājumi
220546414;2;Vieglā;CHRYSLER;PT CRUISER;2001;1;Vadītājs;43;S;Nē;viegli miesas bojājumi
220546521;1;Vieglā;AUDI;80;1993;2;Vadītājs;21;V;Nē;bez miesas bojājumiem
220546521;2;Mopēds,motorollers;;;;1;Mopēdists;59;V;Jā;bez miesas bojājumiem
220546586;1;Vieglā;PEUGEOT;;2019;1;Vadītājs;55;S;Nē;bez miesas bojājumiem
220546598;1;Kravas;MERCEDES BENZ;SPRINTER 311;2007;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
220546598;2;Vieglā;RENAULT;MEGANE;2009;2;Vadītājs;20;V;Nē;bez miesas bojājumiem
220546636;1;Puspiekabe;SCHWERINER;SF24;2004;2;;;;Nē;
220546636;2;Kravas;SCANIA;R124;1999;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220546641;1;Vieglā;MITSUBISHI;OUTLANDER;2008;2;Vadītājs;57;S;Nē;viegli miesas bojājumi
220546641;2;Kravas;VW;AMAROK;2012;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
220546663;1;Vieglā;BMW;320;1998;1;Vadītājs;;;Nē;bez miesas bojājumiem
220546685;1;Vieglā;RENAULT;KANGOO;2017;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
220546685;2;Vieglā;RENAULT;KANGOO;2017;2;Vadītājs;21;V;Nē;bez miesas bojājumiem
220546693;1;Vieglā;TOYOTA;PRIUS;2010;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220546763;1;Vieglā;ALFA ROMEO;159;2008;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220546763;2;Vieglā;AUDI;Q7;2012;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220546770;1;Vieglā;AUDI;80 AVANT;1995;1;Vadītājs;47;S;Nē;bez miesas bojājumiem
220546770;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220546826;;;;;;1;Nenoskaidrots;;;Nē;bez miesas bojājumiem
220546866;1;Vieglā;ŠKODA;KODIAQ;2019;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220546879;1;Kravas;VOLVO;FM;2013;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
220547041;1;Puspiekabe;KRONE;SD;2014;3;;;;Nē;
220547041;2;Kravas;VOLVO;FH;2013;1;Vadītājs;69;V;Nē;bez miesas bojājumiem
220547041;3;Kravas;MAN;TGX;2019;2;Vadītājs;46;V;Nē;bez miesas bojājumiem
220547041;4;Piekabe;KASSBOHRER;;2019;3;;;;Nē;
220547060;1;Vieglā;VW;SHARAN;1998;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220547060;2;Vieglā;AUDI;80;1993;2;Vadītājs;48;V;Nē;bez miesas bojājumiem
