Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
220465171;2;Vieglā;ŠKODA;FABIA;2006;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
220465171;3;Tramvajs;;;;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220465192;1;Vieglā;BMW;530;2000;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
220465212;1;Pārvietošanās līdzeklis ar elektromotoru;;;;1;Citi;45;V;Nē;viegli miesas bojājumi
220465213;1;Vieglā;BMW;330;2002;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
220465250;1;Vieglā;OPEL;COMBO VAN;2012;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
220465250;2;Velosipēds;;;;1;Velosipēda vadītājs;31;V;Jā;bez miesas bojājumiem
220465271;1;Vieglā;VW;GOLF;2012;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
220465271;2;Vieglā;NISSAN;X TRAIL;2018;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220465315;1;Velosipēds;;;;1;Velosipēda vadītājs;61;S;Nē;viegli miesas bojājumi
220465360;1;Vieglā;FORD;MONDEO;2010;1;Vadītājs;18;S;Nē;bez miesas bojājumiem
220465515;1;Vieglā;OPEL;ASTRA;1998;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
220465515;2;Vieglā;ŠKODA;OCTAVIA;2006;2;Vadītājs;59;S;Nē;bez miesas bojājumiem
220465522;1;Vieglā;AUDI;Q5;2011;1;Vadītājs;20;V;Nē;bez miesas bojājumiem
220465547;1;Vieglā;VW;GOLF;2008;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
220465547;2;Vieglā;BMW;123;2010;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220465574;1;Vieglā;RENAULT;MEGANE;2013;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220465574;2;Vieglā;BMW;X5;2001;3;Vadītājs;;V;Nē;bez miesas bojājumiem
220465574;3;Vieglā;VOLVO;XC90;2003;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220465650;1;Kravas;MAN;18.313;2001;2;Vadītājs;32;S;Nē;bez miesas bojājumiem
220465650;2;Vieglā;VOLVO;S40;2007;1;Vadītājs;71;V;Nē;bez miesas bojājumiem
220465724;1;Vieglā;OPEL;ASTRA STATION WAGON;2010;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
220465829;1;Vieglā;VW;SHARAN;1998;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
220465829;2;Vieglā;OPEL;ZAFIRA;2007;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
220465865;1;Vieglā;TOYOTA;COROLLA VERSO;2007;1;Vadītājs;52;S;Nē;bez miesas bojājumiem
220465865;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220465878;1;Vieglā;MAZDA;6;2008;1;Vadītājs;31;S;Nē;bez miesas bojājumiem
220465878;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220465899;1;Velosipēds;;;;2;Velosipēda vadītājs;17;V;Nē;bez miesas bojājumiem
220465899;;;;;;1;Gājējs;54;S;Nē;viegli miesas bojājumi
220465975;1;Kravas;OPEL;MOVANO;2017;1;Vadītājs;22;V;Nē;bez miesas bojājumiem
220465975;1;Traktortehnika;OPEL;MOVANO;2017;2;Vadītājs;32;V;Nē;bez miesas bojājumiem
220465991;1;Kravas;SCANIA;P 410;2018;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
220465991;2;Vieglā;VW;TOURAN;2004;1;Vadītājs;45;V;Nē;bez miesas bojājumiem
220466109;1;Vieglā;VOLVO;S80;2010;2;Vadītājs;59;V;Nē;bez miesas bojājumiem
220466109;2;Vieglā;VOLVO;V70;2009;3;Pasažieris;20;S;Nē;bez miesas bojājumiem
220466109;2;Vieglā;VOLVO;V70;2009;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
220466161;1;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220466161;;;;;;1;Gājējs;51;V;Jā;viegli miesas bojājumi
220466192;1;Vieglā;VW;BORA;2000;1;Vadītājs;26;S;Nē;bez miesas bojājumiem
220466192;2;Velosipēds;;;;2;Velosipēda vadītājs;13;S;Nē;smagi miesas bojājumi
220466204;1;Vieglā;VW;GOLF VARIANT;2002;1;Vadītājs;53;S;Nē;bez miesas bojājumiem
220466278;1;Vieglā;VW;PASSAT;2015;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220466287;1;Vieglā;HYUNDAI;GETZ;2007;2;Vadītājs;43;S;Nē;bez miesas bojājumiem
220466287;2;Vieglā;AUDI;A8L;2009;3;Vadītājs;44;S;Jā;bez miesas bojājumiem
220466287;3;Vieglā;PEUGEOT;3008;2017;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220466287;4;Vieglā;CHRYSLER;GRAND VOYAGER;2005;4;Vadītājs;44;S;Nē;bez miesas bojājumiem
220466299;1;Mopēds,motorollers;;;;2;Pasažieris;21;V;Nē;viegli miesas bojājumi
220466299;1;Mopēds,motorollers;;;;1;Mopēdists;21;V;Jā;viegli miesas bojājumi
220466332;1;Kravas;VW;CRAFTER;2016;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
220466425;1;Vieglā;VOLVO;S70;1997;2;Vadītājs;53;S;Nē;bez miesas bojājumiem
220466425;2;Vieglā;JAGUAR;XK8;1999;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220466425;3;Vieglā;AUDI;A6;2009;3;Vadītājs;37;V;Nē;bez miesas bojājumiem
220466439;1;Vieglā;TOYOTA;YARIS;2019;1;Vadītājs;67;S;Nē;bez miesas bojājumiem
220466439;2;Vieglā;AUDI;A5;2010;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
220466443;1;Vieglā;TOYOTA;RAV4;2020;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
220466443;2;Vieglā;TOYOTA;RAV4;2007;2;Vadītājs;50;V;Nē;bez miesas bojājumiem
220466443;2;Vieglā;TOYOTA;RAV4;2007;3;Pasažieris;75;S;Nē;viegli miesas bojājumi
220466443;3;Piekabe;BRENTEX TRAILER;BREN275H;2020;4;;;;Nē;
220466570;1;Vieglā;VW;PASSAT;2016;1;Vadītājs;45;S;Nē;bez miesas bojājumiem
220466614;1;Vieglā;VOLVO;XC60;2014;2;Vadītājs;47;V;Nē;bez miesas bojājumiem
220466614;2;Vieglā;SEAT;TARRACO;2020;3;Vadītājs;55;V;Nē;bez miesas bojājumiem
220466614;3;Vieglā;ŠKODA;SUPERB;2020;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220466614;4;Piekabe;RESPO;750V501L199;2020;4;;;;Nē;
220466626;1;Vieglā;ŠKODA;FABIA;2002;2;Vadītājs;38;S;Nē;bez miesas bojājumiem
220466626;2;Vieglā;VW;PASSAT VARIANT;2000;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220466633;1;Vieglā;VW;CARAVELLE;1998;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220466633;2;Vieglā;SEAT;ATECA;2019;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
220466685;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220466704;1;Vieglā;RENAULT;MEGANE SCENIC;2006;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220466791;1;Kravas;MAN;TGS 18.400;2014;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220466791;2;Vieglā;OPEL;ZAFIRA;2003;2;Vadītājs;46;V;Nē;bez miesas bojājumiem
220466883;1;Kravas;ŠKODA;SUPERB;2011;2;Vadītājs;23;V;Nē;bez miesas bojājumiem
220466883;2;Vieglā;BMW;320;2010;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
220466985;1;Velosipēds;;;;1;Velosipēda vadītājs;16;V;Nē;smagi miesas bojājumi
220467030;1;Vieglā;BMW;118D;2008;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
220467076;1;Vieglā;RENAULT;TRAFIC;2016;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220467076;2;Vieglā;HYUNDAI;I10;2019;2;Vadītājs;23;V;Nē;bez miesas bojājumiem
220467121;1;Vieglā;KIA;CEE D;2017;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220467127;1;Velosipēds;;;;1;Velosipēda vadītājs;48;V;Jā;viegli miesas bojājumi
220467213;1;Vieglā;VOLVO;V70;1998;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220467244;1;Vieglā;BMW;X3;2011;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220467244;2;Kravas;PEUGEOT;EXPERT;2008;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220467306;1;Vieglā;SUBARU;IMPREZA;2005;2;Vadītājs;51;V;Nē;bez miesas bojājumiem
220467306;2;Vieglā;AUDI;A4;2007;1;Vadītājs;77;V;Nē;bez miesas bojājumiem
220467366;1;Kravas;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220467393;1;Vieglā;RENAULT;CLIO;1995;1;Vadītājs;71;S;Nē;bez miesas bojājumiem
220467393;2;Traktortehnika;;;;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
220467503;1;Vieglā;OPEL;CORSA-E;2018;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220467571;1;Vieglā;VOLVO;V50;2005;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
220467571;2;Nedefinēts;;;;2;Vadītājs;;;Nē;bez miesas bojājumiem
220467683;1;Vieglā;MERCEDES BENZ;C200;2011;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220467851;1;Vieglā;TOYOTA;RAV4;2000;2;Vadītājs;61;S;Nē;bez miesas bojājumiem
220467851;2;Vieglā;MERCEDES BENZ;A170;1999;1;Vadītājs;57;S;Nē;bez miesas bojājumiem
220467975;1;Motocikls;HARLEY DAVIDSON;ROAD GLIDE;2015;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220467975;;;;;;2;Gājējs;35;S;Nē;viegli miesas bojājumi
220468046;1;Kravas;MERCEDES BENZ;SPRINTER 516;2010;2;Vadītājs;42;V;Nē;bez miesas bojājumiem
220468046;2;Kravas;PEUGEOT;BOXER;2014;1;Vadītājs;63;V;Nē;bez miesas bojājumiem
220468071;1;Mopēds,motorollers;;;;2;Pasažieris;27;V;Jā;bez miesas bojājumiem
220468071;1;Mopēds,motorollers;;;;3;Pasažieris;29;S;Nē;viegli miesas bojājumi
220468071;1;Mopēds,motorollers;;;;1;Mopēdists;30;S;Nē;bez miesas bojājumiem
220468269;1;Kravas;MERCEDES BENZ;;2016;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220468269;2;Puspiekabe;KOEGEL;;2021;2;;;;Nē;
220468287;1;Vieglā;VOLVO;V70;2002;1;Vadītājs;61;S;Nē;bez miesas bojājumiem
220468287;2;Vieglā;BMW;320;2008;2;Vadītājs;30;S;Nē;bez miesas bojājumiem
220468291;1;Vieglā;FORD;FOCUS;2006;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220468291;2;Velosipēds;;;;2;Velosipēda vadītājs;;V;Nē;bez miesas bojājumiem
220468458;1;Vieglā;TOYOTA;LAND CRUISER;2006;1;Vadītājs;23;V;Nē;bez miesas bojājumiem
220468760;1;Vieglā;VOLVO;S60;2004;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220468760;1;Vieglā;VOLVO;S60;2004;2;Pasažieris;21;V;Nē;viegli miesas bojājumi
220468760;2;Piekabe;RYDWAN;EURO B3000;2020;3;;;;Nē;
220468892;1;Kravas;SCANIA;P 280;2010;2;Vadītājs;61;V;Nē;bez miesas bojājumiem
220468892;;;;;;1;Gājējs;41;V;Nē;viegli miesas bojājumi
220469046;1;Vieglā;RENAULT;TRAFIC;2016;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220469277;1;Vieglā;OPEL;VECTRA;2000;2;Vadītājs;85;V;Nē;bez miesas bojājumiem
220469277;2;Vieglā;SUBARU;LEGACY;2012;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220469293;1;Vieglā;BMW;530;2002;2;Vadītājs;27;V;Nē;bez miesas bojājumiem
220469293;2;Vieglā;VOLVO;V70;2003;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220469331;1;Vieglā;OPEL;VECTRA;2006;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220469331;2;Kravas;;;;2;Vadītājs;;;Nē;bez miesas bojājumiem
220469463;1;Vieglā;MERCEDES BENZ;300;1990;1;Vadītājs;24;V;Jā;bez miesas bojājumiem
220469484;1;Vieglā;RENAULT;LAGUNA;2005;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
220469484;2;Vieglā;ŠKODA;OCTAVIA;2002;2;Citi;;V;Nē;bez miesas bojājumiem
220469526;1;Kravas;IVECO;AS440T/P;2016;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
220469526;2;Puspiekabe;SCHMITZ;SCS 24;2007;2;;;;Nē;
220469659;1;Piekabe;STAPEL;;2012;2;;;;Nē;
220469659;2;Traktortehnika;;;;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220469708;1;Vieglā;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220469780;1;Vieglā;BMW;330;2002;2;Vadītājs;20;V;Nē;bez miesas bojājumiem
220469780;2;Vieglā;BMW;330;2000;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
220469817;1;Vieglā;BMW;X3 XDRIVE20D;2014;1;Vadītājs;60;S;Nē;bez miesas bojājumiem
220469833;1;Velosipēds;;;;1;Velosipēda vadītājs;13;V;Nē;viegli miesas bojājumi
220469842;1;Vieglā;OPEL;ASTRA CARAVAN;1998;1;Vadītājs;46;V;Jā;bez miesas bojājumiem
220469874;1;Vieglā;VW;PHAETON;2006;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
220469874;2;Vieglā;VOLVO;XC70;2003;2;Vadītājs;54;V;Nē;bez miesas bojājumiem
220469967;1;Vieglā;VW;JETTA;2017;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220469973;1;Vieglā;CHRYSLER;SEBRING;2004;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220469973;2;Vieglā;TOYOTA;AURIS;2017;2;Vadītājs;25;S;Nē;bez miesas bojājumiem
220470003;1;Vieglā;BMW;X3;2006;1;Vadītājs;61;S;Nē;bez miesas bojājumiem
220470003;2;Vieglā;VOLVO;XC70;2006;2;Vadītājs;88;V;Nē;bez miesas bojājumiem
220470143;1;Vieglā;VW;PASSAT;2009;2;Vadītājs;28;S;Nē;bez miesas bojājumiem
220470143;2;Vieglā;HONDA;CRV;2006;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220470273;1;Vieglā;CHRYSLER;TOWN & COUNTRY;2008;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
220470280;1;Vieglā;BMW;318;2013;2;Vadītājs;33;S;Nē;bez miesas bojājumiem
220470280;2;Vieglā;VW;PASSAT VARIANT;2003;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
220470312;1;Vieglā;MINI;COOPER CLUBMAN;2009;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
220470342;1;Vieglā;NISSAN;QASHQAI;2018;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220470356;1;Vieglā;VOLVO;V50;2005;1;Vadītājs;18;S;Nē;bez miesas bojājumiem
220470356;2;Vieglā;VW;TOURAN;2004;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220470389;1;Vieglā;TOYOTA;RAV4;2007;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220470389;2;Vieglā;ŠKODA;KODIAQ;2019;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
220470410;1;Vieglā;OPEL;ZAFIRA;2007;1;Vadītājs;85;V;Nē;bez miesas bojājumiem
220470426;1;Vieglā;FORD;MONDEO;2000;2;Vadītājs;71;V;Nē;bez miesas bojājumiem
220470426;2;Vieglā;VW;TOURAN;2007;1;Vadītājs;50;S;Nē;bez miesas bojājumiem
220470467;1;Vieglā;FORD;MONDEO;2002;2;Vadītājs;51;V;Nē;bez miesas bojājumiem
220470467;2;Motocikls;KAWASAKI;VN1500;2000;1;Vadītājs;26;V;Nē;viegli miesas bojājumi
220470494;1;Vieglā;PEUGEOT;307;2004;1;Vadītājs;63;S;Nē;bez miesas bojājumiem
220470494;2;Vieglā;VOLVO;S60;2013;2;Vadītājs;52;S;Nē;bez miesas bojājumiem
220470504;1;Vieglā;SEAT;LEON;2006;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220470504;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220470521;1;Vieglā;HONDA;CIVIC 5DR;2021;2;Vadītājs;41;V;Nē;bez miesas bojājumiem
220470521;2;Pārvietošanās līdzeklis ar elektromotoru;;;;1;Citi;45;V;Nē;bez miesas bojājumiem
220470546;1;Vieglā;VOLVO;V70;2005;1;Vadītājs;17;V;Nē;bez miesas bojājumiem
220470625;1;Vieglā;VOLVO;V70;1998;2;Vadītājs;30;V;Nē;bez miesas bojājumiem
220470625;2;Vieglā;RENAULT;CAPTUR;2014;3;Vadītājs;25;S;Nē;bez miesas bojājumiem
220470625;3;Vieglā;VOLVO;XC60;2011;1;Vadītājs;44;S;Nē;bez miesas bojājumiem
220470675;1;Vieglā;AUDI;A4;2010;2;Vadītājs;34;V;Nē;bez miesas bojājumiem
220470675;2;Vieglā;HYUNDAI;SONATA;2008;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
220470711;1;Vieglā;AUDI;A6;2005;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
220470711;2;Vieglā;VW;BORA VARIANT;2001;1;Vadītājs;70;V;Nē;bez miesas bojājumiem
220470766;1;Vieglā;OPEL;INSIGNIA SPORTS TOUR;2018;1;Vadītājs;35;S;Nē;bez miesas bojājumiem
220470766;2;Vieglā;ŠKODA;FABIA;2003;2;Vadītājs;22;V;Nē;bez miesas bojājumiem
220470814;1;Vieglā;FORD;FOCUS;2011;1;Vadītājs;47;V;Nē;viegli miesas bojājumi
220470814;2;Vieglā;AUDI;A4;2006;2;Vadītājs;22;V;Nē;viegli miesas bojājumi
220470826;1;Kravas;OPEL;VIVARO;2006;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220470826;2;Kravas;SCANIA;R 470;2005;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220470881;1;Motocikls;BMW;R1200GS;2018;2;Vadītājs;50;V;Nē;bez miesas bojājumiem
220470881;2;Vieglā;VW;GOLF;1982;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220470893;1;Vieglā;PEUGEOT;BOXER;2008;1;Vadītājs;43;V;Nē;viegli miesas bojājumi
220470893;1;Vieglā;PEUGEOT;BOXER;2008;2;Pasažieris;63;V;Nē;viegli miesas bojājumi
220470893;2;Kravas;SCANIA;;2018;3;Vadītājs;49;V;Nē;bez miesas bojājumiem
220470893;3;Piekabe;SCHMITZ;CARGOBULL;2018;4;;;;Nē;
220470945;1;Vieglā;AUDI;A4 AVANT;2000;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220470954;1;Vieglā;VW;GOLF;2000;2;Vadītājs;44;S;Nē;bez miesas bojājumiem
220470954;2;Vieglā;AUDI;80 AVANT;1993;1;Vadītājs;63;V;Nē;bez miesas bojājumiem
220471016;1;Kravas;VOLVO;FL240;2007;1;Vadītājs;70;V;Nē;bez miesas bojājumiem
220471028;1;Vieglā;MITSUBISHI;LANCER;2013;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220471043;1;Vieglā;CHRYSLER;TOWN & COUNTRY;2004;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220471043;2;Vieglā;SUBARU;FORESTER;2017;2;Vadītājs;24;V;Nē;bez miesas bojājumiem
220471128;1;Trolejbuss;;;;1;Pasažieris;47;V;Nē;viegli miesas bojājumi
220471128;1;Trolejbuss;;;;2;Vadītājs;67;S;Nē;bez miesas bojājumiem
220471134;1;Vieglā;AUDI;A6 ALLROAD;2007;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220471168;1;Vieglā;BMW;316;2001;1;Vadītājs;58;S;Nē;bez miesas bojājumiem
220471169;1;Velosipēds;;;;1;Velosipēda vadītājs;31;S;Nē;viegli miesas bojājumi
220471185;1;Vieglā;AUDI;A4 AVANT;2005;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
220471185;2;Kravas;TOYOTA;PROACE;2018;2;Vadītājs;41;V;Nē;bez miesas bojājumiem
220471195;1;Kravas;CITROEN;BERLINGO;2010;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220471195;2;Vieglā;VOLVO;S40;1999;2;Vadītājs;51;V;Nē;bez miesas bojājumiem
220471258;1;Vieglā;VOLVO;XC90;2004;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
220471258;2;Vieglā;BMW;535D XDRIVE;2014;2;Vadītājs;34;V;Nē;bez miesas bojājumiem
220471319;1;Vieglā;VW;GOLF;2013;2;Vadītājs;34;V;Nē;bez miesas bojājumiem
220471319;2;Autobuss;VW;LT35;2000;1;Vadītājs;79;V;Nē;bez miesas bojājumiem
220471319;2;Autobuss;VW;LT;2000;1;Vadītājs;79;V;Nē;bez miesas bojājumiem
220471345;1;Vieglā;OPEL;ZAFIRA;2011;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220471401;1;Vieglā;FORD;PUMA;1999;1;Vadītājs;52;S;Nē;bez miesas bojājumiem
220471401;2;Vieglā;VW;GOLF;2019;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
220471407;1;Vieglā;RENAULT;TRAFIC;2007;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220471407;;;;;;2;Gājējs;;V;Nē;bez miesas bojājumiem
220471443;1;Traktortehnika;;;;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
220471605;1;Vieglā;TOYOTA;AVENSIS;2005;1;Vadītājs;53;S;Nē;bez miesas bojājumiem
220471605;2;Vieglā;MAZDA;6;2008;2;Vadītājs;30;V;Nē;bez miesas bojājumiem
220471667;1;Vieglā;RENAULT;MEGANE;2005;1;Vadītājs;17;V;Jā;bez miesas bojājumiem
220471739;1;Vieglā;VW;PASSAT;2013;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
220471739;2;Kravas;FORD;FIESTA;2013;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
220471836;1;Vieglā;AUDI;A4;2010;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220471876;1;Vieglā;FORD;FOCUS;2008;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
220471877;1;Vieglā;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220471964;1;Kravas;MERCEDES BENZ;ACTROS 1844;;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220472012;1;Vieglā;VW;SHARAN;1999;1;Vadītājs;44;S;Nē;bez miesas bojājumiem
220472012;2;Vieglā;MERCEDES BENZ;C240;2000;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
220472048;1;Nedefinēts;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220472049;1;Vieglā;LEXUS;IS 250;2006;2;Vadītājs;23;S;Nē;bez miesas bojājumiem
220472049;2;Vieglā;BMW;325;2002;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220472050;1;Vieglā;TOYOTA;AVENSIS;2016;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
220472063;1;Traktortehnika;;;;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220472106;1;Vieglā;VW;TRANSPORTER;1998;1;Vadītājs;61;V;Nē;viegli miesas bojājumi
220472107;1;Vieglā;VW;TRANSPORTER;2006;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220472145;1;Kravas;SCANIA;P 280;2014;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220472145;2;Kravas;ISUZU;D MAX;2016;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220472210;1;Vieglā;AUDI;A4 AVANT;2000;2;Vadītājs;19;V;Jā;bez miesas bojājumiem
220472210;2;Motocikls;YAMAHA;YZF R6;1999;1;Vadītājs;41;V;Nē;gājis bojā
220472292;1;Vieglā;FORD;FOCUS;2007;1;Vadītājs;25;V;Nē;bez miesas bojājumiem
220472292;2;Vieglā;VW;CARAVELLE;2006;2;Vadītājs;43;S;Nē;bez miesas bojājumiem
220472432;1;Vieglā;BMW;530;2010;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220472492;1;Vieglā;TOYOTA;COROLLA VERSO;2009;1;Vadītājs;58;V;Nē;viegli miesas bojājumi
220472588;1;Vieglā;HONDA;HRV;2018;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220472600;1;Vieglā;HONDA;CRV;2007;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
220472600;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220472648;1;Vieglā;AUDI;A4;2006;2;Vadītājs;59;V;Nē;bez miesas bojājumiem
220472648;2;Vieglā;AUDI;ALLROAD;2004;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220472649;1;Vieglā;VOLVO;XC70;2016;1;Vadītājs;58;S;Nē;bez miesas bojājumiem
220472967;1;Kravas;VOLVO;FH;2015;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220473016;1;Autobuss;SETRA;S415 GTHD;2010;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
220473032;1;Motocikls;HONDA;GL 1800;2007;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
220473032;1;Motocikls;HONDA;GL 1800;2007;2;Pasažieris;36;S;Nē;viegli miesas bojājumi
220473083;1;Autobuss;SOLARIS;URBINO 18;2015;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220473083;2;Kravas;FORD;TRANSIT CONNECT;2018;2;Vadītājs;58;V;Nē;bez miesas bojājumiem
220473184;1;Autobuss;SOLARIS;URBINO 18;2005;1;Vadītājs;68;V;Nē;bez miesas bojājumiem
220473184;2;Velosipēds;;;;2;Velosipēda vadītājs;31;V;Nē;bez miesas bojājumiem
220473200;1;Vieglā;HONDA;CRV;2002;1;Vadītājs;23;S;Nē;bez miesas bojājumiem
220473238;1;Vieglā;AUDI;Q3;2013;1;Vadītājs;57;S;Nē;bez miesas bojājumiem
220473238;2;Vieglā;AUDI;A4;1997;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220473259;1;Vieglā;NISSAN;X TRAIL;2008;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220473259;2;Vieglā;ŠKODA;OCTAVIA;2007;2;Vadītājs;62;S;Nē;bez miesas bojājumiem
220473296;1;Vieglā;JAGUAR;X TYPE;2003;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
220473296;2;Vieglā;VOLVO;V70;2000;2;Vadītājs;45;V;Nē;bez miesas bojājumiem
220473379;1;Vieglā;LEXUS;RX 400H;2007;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220473379;2;Autobuss;SOLARIS;URBINO 18;2005;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220473387;1;Vieglā;FORD;S-MAX;;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220473516;1;Vieglā;TOYOTA;COROLLA;2006;2;Vadītājs;83;V;Nē;bez miesas bojājumiem
220473516;2;Vieglā;FORD;FOCUS;2006;1;Vadītājs;38;S;Nē;bez miesas bojājumiem
